CCCLastUpdated,RecordNo,SaleDate,ProductCategoryName,UnitOfMeasureName,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,TotalPrice
11/13/2023,301,1/3/2019,Buds,Grams,0,0,11933.69,169249.51,11933.69,169249.51
11/13/2023,309,1/4/2019,Concentrate (Each),Each,3126,166567.54,0,0,3126,166567.54
11/13/2023,309,1/4/2019,Infused (edible),Each,719,17433.63,0,0,719,17433.63
11/13/2023,309,1/4/2019,Concentrate,Grams,0,0,42.5,2748,42.5,2748
11/13/2023,309,1/4/2019,Concentrate,Each,167,9611.34,0,0,167,9611.34
11/13/2023,309,1/4/2019,Buds,Each,8,96,0,0,8,96
11/13/2023,309,1/4/2019,Infused (non-edible),Each,370,24190,0,0,370,24190
11/13/2023,309,1/4/2019,Shake/Trim (by strain),Grams,0,0,589.75,9061.76,589.75,9061.76
11/13/2023,309,1/4/2019,Buds,Grams,0,0,14570.95,207534.26,14570.95,207534.26
11/13/2023,317,1/5/2019,Concentrate,Grams,0,0,41,2844,41,2844
11/13/2023,317,1/5/2019,Buds,Grams,0,0,14766.47,212562.72,14766.47,212562.72
11/13/2023,317,1/5/2019,Concentrate (Each),Each,2990,173215.92,0,0,2990,173215.92
11/13/2023,317,1/5/2019,Shake/Trim (by strain),Grams,0,0,988,14278.56,988,14278.56
11/13/2023,317,1/5/2019,Buds,Each,1706,20266.23,0,0,1706,20266.23
11/13/2023,317,1/5/2019,Infused (non-edible),Each,261,17990,0,0,261,17990
11/13/2023,317,1/5/2019,Concentrate,Each,103,6061.7,0,0,103,6061.7
11/13/2023,317,1/5/2019,Infused (edible),Each,1604,34532.46,0,0,1604,34532.46
11/13/2023,325,1/6/2019,Concentrate,Grams,0,0,38,2319.6,38,2319.6
11/13/2023,325,1/6/2019,Concentrate (Each),Each,2393,136719.87,0,0,2393,136719.87
11/13/2023,325,1/6/2019,Infused (non-edible),Each,303,20080,0,0,303,20080
11/13/2023,325,1/6/2019,Concentrate,Each,86,5050.63,0,0,86,5050.63
11/13/2023,325,1/6/2019,Buds,Grams,0,0,12075.84,173936.67,12075.84,173936.67
11/13/2023,325,1/6/2019,Infused (edible),Each,622,11442.8,0,0,622,11442.8
11/13/2023,325,1/6/2019,Buds,Each,1706,20312.92,0,0,1706,20312.92
11/13/2023,325,1/6/2019,Shake/Trim (by strain),Grams,0,0,772.5,11656.72,772.5,11656.72
11/13/2023,333,1/7/2019,Concentrate,Grams,0,0,57,3543.6,57,3543.6
11/13/2023,333,1/7/2019,Shake/Trim (by strain),Grams,0,0,492.5,7573.44,492.5,7573.44
11/13/2023,333,1/7/2019,Concentrate,Each,53,3180,0,0,53,3180
11/13/2023,333,1/7/2019,Concentrate (Each),Each,2206,125651.06,0,0,2206,125651.06
11/13/2023,333,1/7/2019,Buds,Each,1126,13438.22,0,0,1126,13438.22
11/13/2023,333,1/7/2019,Infused (edible),Each,528,8482.74,0,0,528,8482.74
11/13/2023,333,1/7/2019,Buds,Grams,0,0,10911.69,155980.15,10911.69,155980.15
11/13/2023,333,1/7/2019,Infused (non-edible),Each,296,18125,0,0,296,18125
11/13/2023,341,1/8/2019,Shake/Trim (by strain),Grams,0,0,404.5,6241.2,404.5,6241.2
11/13/2023,341,1/8/2019,Buds,Each,1205,14377.85,0,0,1205,14377.85
11/13/2023,341,1/8/2019,Buds,Grams,0,0,9582.14,136252.66,9582.14,136252.66
11/13/2023,341,1/8/2019,Concentrate,Grams,0,0,44,3096,44,3096
11/13/2023,341,1/8/2019,Infused (non-edible),Each,318,19055,0,0,318,19055
11/13/2023,341,1/8/2019,Concentrate (Each),Each,1986,111973.12,0,0,1986,111973.12
11/13/2023,341,1/8/2019,Concentrate,Each,36,2107.53,0,0,36,2107.53
11/13/2023,341,1/8/2019,Kief,Grams,0,0,5.18,420,5.18,420
11/13/2023,341,1/8/2019,Infused (edible),Each,981,27141.31,0,0,981,27141.31
11/13/2023,350,1/9/2019,Concentrate,Grams,0,0,31,2052,31,2052
11/13/2023,350,1/9/2019,Infused (edible),Each,1084,30770.18,0,0,1084,30770.18
11/13/2023,350,1/9/2019,Buds,Grams,0,0,10938.42,152618.1,10938.42,152618.1
11/13/2023,350,1/9/2019,Infused (non-edible),Each,335,20900,0,0,335,20900
11/13/2023,350,1/9/2019,Buds,Each,1271,15147.29,0,0,1271,15147.29
11/13/2023,350,1/9/2019,Kief,Grams,0,0,8,240,8,240
11/13/2023,350,1/9/2019,Concentrate,Each,55,3122.86,0,0,55,3122.86
11/13/2023,350,1/9/2019,Concentrate (Each),Each,2173,118301.29,0,0,2173,118301.29
11/13/2023,350,1/9/2019,Shake/Trim (by strain),Grams,0,0,482,7341.61,482,7341.61
11/13/2023,359,1/10/2019,Infused (edible),Each,1266,31679.35,0,0,1266,31679.35
11/13/2023,359,1/10/2019,Buds,Each,1132,13451.09,0,0,1132,13451.09
11/13/2023,359,1/10/2019,Kief,Grams,0,0,12,360,12,360
11/13/2023,359,1/10/2019,Infused (non-edible),Each,303,19710,0,0,303,19710
11/13/2023,359,1/10/2019,Concentrate (Each),Each,2645,144886.71,0,0,2645,144886.71
11/13/2023,359,1/10/2019,Buds,Grams,0,0,12506.95,176189.08,12506.95,176189.08
11/13/2023,359,1/10/2019,Concentrate,Each,84,7244,0,0,84,7244
11/13/2023,359,1/10/2019,Concentrate,Grams,0,0,45,2820,45,2820
11/13/2023,359,1/10/2019,Shake/Trim (by strain),Grams,0,0,394,6058.4,394,6058.4
11/13/2023,368,1/11/2019,Concentrate,Each,236,18316.01,0,0,236,18316.01
11/13/2023,368,1/11/2019,Shake/Trim (by strain),Grams,0,0,466.5,7148.16,466.5,7148.16
11/13/2023,368,1/11/2019,Concentrate,Grams,0,0,61,3757.7,61,3757.7
11/13/2023,368,1/11/2019,Infused (edible),Each,2060,51342.91,0,0,2060,51342.91
11/13/2023,368,1/11/2019,Infused (non-edible),Each,391,25175,0,0,391,25175
11/13/2023,368,1/11/2019,Buds,Grams,0,0,17999.43,257254.57,17999.43,257254.57
11/13/2023,368,1/11/2019,Concentrate (Each),Each,3215,184008.87,0,0,3215,184008.87
11/13/2023,368,1/11/2019,Buds,Each,1487,17815.82,0,0,1487,17815.82
11/13/2023,368,1/11/2019,Kief,Grams,0,0,7,210,7,210
11/13/2023,377,1/12/2019,Buds,Grams,0,0,19096.2,279169.64,19096.2,279169.64
11/13/2023,377,1/12/2019,Shake/Trim (by strain),Grams,0,0,836.75,12924.84,836.75,12924.84
11/13/2023,377,1/12/2019,Buds,Each,2054,24471.68,0,0,2054,24471.68
11/13/2023,377,1/12/2019,Concentrate,Grams,0,0,73.5,4817,73.5,4817
11/13/2023,377,1/12/2019,Concentrate,Each,177,13994.83,0,0,177,13994.83
11/13/2023,377,1/12/2019,Infused (non-edible),Each,404,27630,0,0,404,27630
11/13/2023,377,1/12/2019,Concentrate (Each),Each,3422,207176.23,0,0,3422,207176.23
11/13/2023,377,1/12/2019,Infused (edible),Each,2087,53439.78,0,0,2087,53439.78
11/13/2023,377,1/12/2019,Kief,Grams,0,0,17,504,17,504
11/13/2023,386,1/13/2019,Kief,Grams,0,0,9,270,9,270
11/13/2023,386,1/13/2019,Buds,Grams,0,0,14058.98,205489.35,14058.98,205489.35
11/13/2023,386,1/13/2019,Concentrate,Grams,0,0,44,3066,44,3066
11/13/2023,386,1/13/2019,Shake/Trim (by strain),Grams,0,0,479.75,7354.56,479.75,7354.56
11/13/2023,386,1/13/2019,Concentrate,Each,120,10390.01,0,0,120,10390.01
11/13/2023,386,1/13/2019,Concentrate (Each),Each,2973,165128.83,0,0,2973,165128.83
11/13/2023,386,1/13/2019,Buds,Each,454,5383.17,0,0,454,5383.17
11/13/2023,386,1/13/2019,Infused (non-edible),Each,321,22155,0,0,321,22155
11/13/2023,386,1/13/2019,Infused (edible),Each,1282,35305.95,0,0,1282,35305.95
11/13/2023,395,1/14/2019,Kief,Grams,0,0,15,450,15,450
11/13/2023,395,1/14/2019,Infused (edible),Each,971,26650.97,0,0,971,26650.97
11/13/2023,395,1/14/2019,Concentrate,Each,110,9340.44,0,0,110,9340.44
11/13/2023,395,1/14/2019,Concentrate,Grams,0,0,46,3104,46,3104
11/13/2023,395,1/14/2019,Buds,Each,1,12,0,0,1,12
11/13/2023,395,1/14/2019,Shake/Trim (by strain),Grams,0,0,389.25,6046.16,389.25,6046.16
11/13/2023,395,1/14/2019,Concentrate (Each),Each,2509,144401.99,0,0,2509,144401.99
11/13/2023,395,1/14/2019,Infused (non-edible),Each,438,30515,0,0,438,30515
11/13/2023,395,1/14/2019,Buds,Grams,0,0,13999.2,204702.04,13999.2,204702.04
11/13/2023,404,1/15/2019,Infused (non-edible),Each,467,32013.15,0,0,467,32013.15
11/13/2023,404,1/15/2019,Buds,Grams,0,0,14380.3,211565.91,14380.3,211565.91
11/13/2023,404,1/15/2019,Infused (edible),Each,1604,41716.71,0,0,1604,41716.71
11/13/2023,404,1/15/2019,Kief,Grams,0,0,10,300,10,300
11/13/2023,404,1/15/2019,Concentrate,Grams,0,0,48.5,3017,48.5,3017
11/13/2023,404,1/15/2019,Concentrate,Each,110,8670.96,0,0,110,8670.96
11/13/2023,404,1/15/2019,Shake/Trim (by strain),Grams,0,0,321.5,5074.56,321.5,5074.56
11/13/2023,404,1/15/2019,Concentrate (Each),Each,2361,138163.45,0,0,2361,138163.45
11/13/2023,412,1/16/2019,Concentrate,Each,127,11165.01,0,0,127,11165.01
11/13/2023,412,1/16/2019,Infused (edible),Each,1611,43836.41,0,0,1611,43836.41
11/13/2023,412,1/16/2019,Kief,Grams,0,0,8,219.6,8,219.6
11/13/2023,412,1/16/2019,Concentrate (Each),Each,2642,155209.01,0,0,2642,155209.01
11/13/2023,412,1/16/2019,Infused (non-edible),Each,517,36856.64,0,0,517,36856.64
11/13/2023,412,1/16/2019,Concentrate,Grams,0,0,51,3106,51,3106
11/13/2023,412,1/16/2019,Shake/Trim (by strain),Grams,0,0,210.25,3340.08,210.25,3340.08
11/13/2023,412,1/16/2019,Buds,Each,1118,13219.72,0,0,1118,13219.72
11/13/2023,412,1/16/2019,Buds,Grams,0,0,14592.87,211556.3,14592.87,211556.3
11/13/2023,421,1/17/2019,Concentrate,Grams,0,0,71,4512,71,4512
11/13/2023,421,1/17/2019,Infused (non-edible),Each,587,44687.88,0,0,587,44687.88
11/13/2023,421,1/17/2019,Concentrate (Each),Each,2632,157900.94,0,0,2632,157900.94
11/13/2023,421,1/17/2019,Infused (edible),Each,1900,55056.42,0,0,1900,55056.42
11/13/2023,421,1/17/2019,Buds,Each,1498,17842.22,0,0,1498,17842.22
11/13/2023,421,1/17/2019,Shake/Trim (by strain),Grams,0,0,263.5,4189.2,263.5,4189.2
11/13/2023,421,1/17/2019,Buds,Grams,0,0,16366.16,239894.18,16366.16,239894.18
11/13/2023,421,1/17/2019,Concentrate,Each,93,7820.02,0,0,93,7820.02
11/13/2023,429,1/18/2019,Infused (non-edible),Each,403,29739.35,0,0,403,29739.35
11/13/2023,429,1/18/2019,Infused (edible),Each,2176,63553.64,0,0,2176,63553.64
11/13/2023,429,1/18/2019,Buds,Each,2102,25141.82,0,0,2102,25141.82
11/13/2023,429,1/18/2019,Concentrate,Each,80,4880,0,0,80,4880
11/13/2023,429,1/18/2019,Buds,Grams,0,0,17955.14,263046.39,17955.14,263046.39
11/13/2023,429,1/18/2019,Shake/Trim (by strain),Grams,0,0,554,8629.33,554,8629.33
11/13/2023,429,1/18/2019,Concentrate,Grams,0,0,66,4215.8,66,4215.8
11/13/2023,429,1/18/2019,Concentrate (Each),Each,3604,214511.62,0,0,3604,214511.62
11/13/2023,437,1/19/2019,Buds,Grams,0,0,19995.87,293398.07,19995.87,293398.07
11/13/2023,437,1/19/2019,Concentrate (Each),Each,3916,229799.84,0,0,3916,229799.84
11/13/2023,437,1/19/2019,Buds,Each,2005,23788.66,0,0,2005,23788.66
11/13/2023,437,1/19/2019,Infused (edible),Each,2700,72777.87,0,0,2700,72777.87
11/13/2023,437,1/19/2019,Shake/Trim (by strain),Grams,0,0,840.25,13031.88,840.25,13031.88
11/13/2023,437,1/19/2019,Concentrate,Each,99,5800.49,0,0,99,5800.49
11/13/2023,437,1/19/2019,Concentrate,Grams,0,0,62.5,4462.5,62.5,4462.5
11/13/2023,437,1/19/2019,Infused (non-edible),Each,558,37829.66,0,0,558,37829.66
11/13/2023,445,1/20/2019,Concentrate,Grams,0,0,29,2139.6,29,2139.6
11/13/2023,445,1/20/2019,Buds,Grams,0,0,5943.48,86471.39,5943.48,86471.39
11/13/2023,445,1/20/2019,Concentrate,Each,29,1820,0,0,29,1820
11/13/2023,445,1/20/2019,Shake/Trim (by strain),Grams,0,0,471,7249.56,471,7249.56
11/13/2023,445,1/20/2019,Infused (non-edible),Each,258,17646.2,0,0,258,17646.2
11/13/2023,445,1/20/2019,Infused (edible),Each,496,13465.73,0,0,496,13465.73
11/13/2023,445,1/20/2019,Concentrate (Each),Each,1061,54714.59,0,0,1061,54714.59
11/13/2023,445,1/20/2019,Buds,Each,429,5017.82,0,0,429,5017.82
11/13/2023,453,1/21/2019,Infused (non-edible),Each,625,38746.88,0,0,625,38746.88
11/13/2023,453,1/21/2019,Concentrate (Each),Each,2756,147368.04,0,0,2756,147368.04
11/13/2023,453,1/21/2019,Buds,Each,960,11457.62,0,0,960,11457.62
11/13/2023,453,1/21/2019,Buds,Grams,0,0,13317.73,193425.85,13317.73,193425.85
11/13/2023,453,1/21/2019,Shake/Trim (by strain),Grams,0,0,25,375,25,375
11/13/2023,453,1/21/2019,Concentrate,Each,47,2819.78,0,0,47,2819.78
11/13/2023,453,1/21/2019,Infused (edible),Each,1585,41941.7,0,0,1585,41941.7
11/13/2023,453,1/21/2019,Concentrate,Grams,0,0,10.5,517.5,10.5,517.5
11/13/2023,461,1/22/2019,Infused (edible),Each,1495,41595.42,0,0,1495,41595.42
11/13/2023,461,1/22/2019,Buds,Grams,0,0,15093.87,222523.4,15093.87,222523.4
11/13/2023,461,1/22/2019,Concentrate (Each),Each,2645,145427.64,0,0,2645,145427.64
11/13/2023,461,1/22/2019,Infused (non-edible),Each,492,32530.84,0,0,492,32530.84
11/13/2023,461,1/22/2019,Concentrate,Grams,0,0,28.5,1923,28.5,1923
11/13/2023,461,1/22/2019,Shake/Trim (by strain),Grams,0,0,373,5829.6,373,5829.6
11/13/2023,461,1/22/2019,Concentrate,Each,37,2220,0,0,37,2220
11/13/2023,461,1/22/2019,Buds,Each,994,11891.58,0,0,994,11891.58
11/13/2023,469,1/23/2019,Concentrate,Grams,0,0,38.5,2732.5,38.5,2732.5
11/13/2023,469,1/23/2019,Infused (edible),Each,1742,47497.92,0,0,1742,47497.92
11/13/2023,469,1/23/2019,Buds,Grams,0,0,17555.82,254691.19,17555.82,254691.19
11/13/2023,469,1/23/2019,Concentrate (Each),Each,2892,162204.03,0,0,2892,162204.03
11/13/2023,469,1/23/2019,Infused (non-edible),Each,612,38954.74,0,0,612,38954.74
11/13/2023,469,1/23/2019,Shake/Trim (by strain),Grams,0,0,311.25,4851.6,311.25,4851.6
11/13/2023,469,1/23/2019,Concentrate,Each,8,274.74,0,0,8,274.74
11/13/2023,469,1/23/2019,Buds,Each,991,11780.65,0,0,991,11780.65
11/13/2023,477,1/24/2019,Concentrate,Each,3,180,0,0,3,180
11/13/2023,477,1/24/2019,Concentrate (Each),Each,2767,154851.42,0,0,2767,154851.42
11/13/2023,477,1/24/2019,Concentrate,Grams,0,0,52,3185.5,52,3185.5
11/13/2023,477,1/24/2019,Buds,Each,1237,14734.85,0,0,1237,14734.85
11/13/2023,477,1/24/2019,Infused (non-edible),Each,619,34358.73,0,0,619,34358.73
11/13/2023,477,1/24/2019,Infused (edible),Each,1658,43980.5,0,0,1658,43980.5
11/13/2023,477,1/24/2019,Buds,Grams,0,0,17705.39,259372.61,17705.39,259372.61
11/13/2023,477,1/24/2019,Shake/Trim (by strain),Grams,0,0,256.75,4002,256.75,4002
11/13/2023,485,1/25/2019,Infused (non-edible),Each,453,28463.21,0,0,453,28463.21
11/13/2023,485,1/25/2019,Infused (edible),Each,4009,91565.11,0,0,4009,91565.11
11/13/2023,485,1/25/2019,Buds,Grams,0,0,23075.06,338287.96,23075.06,338287.96
11/13/2023,485,1/25/2019,Concentrate,Grams,0,0,31.5,1896.96,31.5,1896.96
11/13/2023,485,1/25/2019,Shake/Trim (by strain),Grams,0,0,385.75,5982.9,385.75,5982.9
11/13/2023,485,1/25/2019,Concentrate (Each),Each,4205,230431.53,0,0,4205,230431.53
11/13/2023,485,1/25/2019,Concentrate,Each,5,170.01,0,0,5,170.01
11/13/2023,485,1/25/2019,Buds,Each,1742,20817.96,0,0,1742,20817.96
11/13/2023,493,1/26/2019,Buds,Grams,0,0,24107.6,357142.67,24107.6,357142.67
11/13/2023,493,1/26/2019,Infused (edible),Each,4325,93621.64,0,0,4325,93621.64
11/13/2023,493,1/26/2019,Infused (non-edible),Each,462,31415.91,0,0,462,31415.91
11/13/2023,493,1/26/2019,Kief,Grams,0,0,16,390,16,390
11/13/2023,493,1/26/2019,Concentrate (Each),Each,4770,260342.65,0,0,4770,260342.65
11/13/2023,493,1/26/2019,Concentrate,Grams,0,0,42.5,2620.2,42.5,2620.2
11/13/2023,493,1/26/2019,Buds,Each,2096,24811.28,0,0,2096,24811.28
11/13/2023,493,1/26/2019,Shake/Trim (by strain),Grams,0,0,331,5202,331,5202
11/13/2023,493,1/26/2019,Concentrate,Each,217,18573.52,0,0,217,18573.52
11/13/2023,502,1/27/2019,Kief,Grams,0,0,34,850,34,850
11/13/2023,502,1/27/2019,Concentrate (Each),Each,3507,199054.11,0,0,3507,199054.11
11/13/2023,502,1/27/2019,Concentrate,Each,145,9691.97,0,0,145,9691.97
11/13/2023,502,1/27/2019,Buds,Grams,0,0,19864,291841.27,19864,291841.27
11/13/2023,502,1/27/2019,Infused (edible),Each,3291,70978.85,0,0,3291,70978.85
11/13/2023,502,1/27/2019,Buds,Each,1461,17437.11,0,0,1461,17437.11
11/13/2023,502,1/27/2019,Shake/Trim (by strain),Each,97,1439,0,0,97,1439
11/13/2023,502,1/27/2019,Infused (non-edible),Each,483,35365.86,0,0,483,35365.86
11/13/2023,502,1/27/2019,Concentrate,Grams,0,0,47,3186,47,3186
11/13/2023,502,1/27/2019,Shake/Trim (by strain),Grams,0,0,244.5,3706,244.5,3706
11/13/2023,512,1/28/2019,Shake/Trim (by strain),Grams,0,0,302.45,3708.34,302.45,3708.34
11/13/2023,512,1/28/2019,Buds,Each,1022,12253,0,0,1022,12253
11/13/2023,512,1/28/2019,Shake/Trim (by strain),Each,69,1029,0,0,69,1029
11/13/2023,512,1/28/2019,Buds,Grams,0,0,18312.04,265051.41,18312.04,265051.41
11/13/2023,512,1/28/2019,Infused (non-edible),Each,350,27203.53,0,0,350,27203.53
11/13/2023,512,1/28/2019,Concentrate,Grams,0,0,23,1518,23,1518
11/13/2023,512,1/28/2019,Concentrate,Each,127,9294.24,0,0,127,9294.24
11/13/2023,512,1/28/2019,Infused (edible),Each,2276,55021.2,0,0,2276,55021.2
11/13/2023,512,1/28/2019,Concentrate (Each),Each,2622,147609.32,0,0,2622,147609.32
11/13/2023,512,1/28/2019,Kief,Grams,0,0,17,415,17,415
11/13/2023,522,1/29/2019,Shake/Trim (by strain),Each,1,9,0,0,1,9
11/13/2023,522,1/29/2019,Buds,Each,772,9120.66,0,0,772,9120.66
11/13/2023,522,1/29/2019,Concentrate,Each,39,2257.51,0,0,39,2257.51
11/13/2023,522,1/29/2019,Kief,Grams,0,0,32,800,32,800
11/13/2023,522,1/29/2019,Concentrate,Grams,0,0,30.5,1661,30.5,1661
11/13/2023,522,1/29/2019,Infused (non-edible),Each,415,31804.7,0,0,415,31804.7
11/13/2023,522,1/29/2019,Buds,Grams,0,0,15439.67,222782.2,15439.67,222782.2
11/13/2023,522,1/29/2019,Concentrate (Each),Each,2171,123775.71,0,0,2171,123775.71
11/13/2023,522,1/29/2019,Infused (edible),Each,1637,39433.64,0,0,1637,39433.64
11/13/2023,522,1/29/2019,Shake/Trim (by strain),Grams,0,0,90,1206,90,1206
11/13/2023,532,1/30/2019,Concentrate (Each),Each,2338,129190.53,0,0,2338,129190.53
11/13/2023,532,1/30/2019,Kief,Grams,0,0,32,800,32,800
11/13/2023,532,1/30/2019,Concentrate,Grams,0,0,39,2716,39,2716
11/13/2023,532,1/30/2019,Shake/Trim (by strain),Grams,0,0,183.25,2022,183.25,2022
11/13/2023,532,1/30/2019,Buds,Each,749,8861.57,0,0,749,8861.57
11/13/2023,532,1/30/2019,Infused (edible),Each,1918,39797.29,0,0,1918,39797.29
11/13/2023,532,1/30/2019,Infused (non-edible),Each,388,29587,0,0,388,29587
11/13/2023,532,1/30/2019,Concentrate,Each,1,25,0,0,1,25
11/13/2023,532,1/30/2019,Buds,Grams,0,0,14098.5,204406.31,14098.5,204406.31
11/13/2023,541,1/31/2019,Buds,Each,1192,14006.43,0,0,1192,14006.43
11/13/2023,541,1/31/2019,Concentrate,Each,1,25,0,0,1,25
11/13/2023,541,1/31/2019,Infused (non-edible),Each,503,35359,0,0,503,35359
11/13/2023,541,1/31/2019,Shake/Trim (by strain),Grams,0,0,209.75,2316,209.75,2316
11/13/2023,541,1/31/2019,Buds,Grams,0,0,17335.5,250752.05,17335.5,250752.05
11/13/2023,541,1/31/2019,Concentrate,Grams,0,0,44.5,2931,44.5,2931
11/13/2023,541,1/31/2019,Concentrate (Each),Each,2954,169126.03,0,0,2954,169126.03
11/13/2023,541,1/31/2019,Infused (edible),Each,2640,55603.89,0,0,2640,55603.89
11/13/2023,541,1/31/2019,Kief,Grams,0,0,2,50,2,50
11/13/2023,550,2/1/2019,Buds,Grams,0,0,22818.5,349111.42,22818.5,349111.42
11/13/2023,550,2/1/2019,Concentrate,Grams,0,0,47,3065.4,47,3065.4
11/13/2023,550,2/1/2019,Infused (edible),Each,3729,77958.17,0,0,3729,77958.17
11/13/2023,550,2/1/2019,Infused (non-edible),Each,572,38960,0,0,572,38960
11/13/2023,550,2/1/2019,Shake/Trim (by strain),Grams,0,0,324.75,5080.62,324.75,5080.62
11/13/2023,550,2/1/2019,Buds,Each,2056,24435.9,0,0,2056,24435.9
11/13/2023,550,2/1/2019,Concentrate (Each),Each,3918,208170.68,0,0,3918,208170.68
11/13/2023,550,2/1/2019,Concentrate,Each,205,20125.11,0,0,205,20125.11
11/13/2023,558,2/2/2019,Infused (edible),Each,4817,102460.06,0,0,4817,102460.06
11/13/2023,558,2/2/2019,Buds,Each,1905,22406.24,0,0,1905,22406.24
11/13/2023,558,2/2/2019,Concentrate,Each,230,22108.88,0,0,230,22108.88
11/13/2023,558,2/2/2019,Concentrate (Each),Each,4400,234096.87,0,0,4400,234096.87
11/13/2023,558,2/2/2019,Shake/Trim (by strain),Grams,0,0,603,9699,603,9699
11/13/2023,558,2/2/2019,Concentrate,Grams,0,0,59,4038.8,59,4038.8
11/13/2023,558,2/2/2019,Infused (non-edible),Each,636,41592,0,0,636,41592
11/13/2023,558,2/2/2019,Buds,Grams,0,0,26616.26,391914.49,26616.26,391914.49
11/13/2023,566,2/3/2019,Shake/Trim (by strain),Grams,0,0,242.45,3862.18,242.45,3862.18
11/13/2023,566,2/3/2019,Concentrate (Each),Each,3347,169468.76,0,0,3347,169468.76
11/13/2023,566,2/3/2019,Infused (edible),Each,2086,49330.35,0,0,2086,49330.35
11/13/2023,566,2/3/2019,Concentrate,Each,157,15316.27,0,0,157,15316.27
11/13/2023,566,2/3/2019,Buds,Grams,0,0,17995.55,256825.78,17995.55,256825.78
11/13/2023,566,2/3/2019,Buds,Each,1269,14986.24,0,0,1269,14986.24
11/13/2023,566,2/3/2019,Infused (non-edible),Each,513,35270.01,0,0,513,35270.01
11/13/2023,566,2/3/2019,Concentrate,Grams,0,0,27,2052,27,2052
11/13/2023,574,2/4/2019,Concentrate,Each,115,11356.44,0,0,115,11356.44
11/13/2023,574,2/4/2019,Buds,Grams,0,0,17229.62,247443.49,17229.62,247443.49
11/13/2023,574,2/4/2019,Kief,Grams,0,0,19,475,19,475
11/13/2023,574,2/4/2019,Concentrate (Each),Each,3117,164512.93,0,0,3117,164512.93
11/13/2023,574,2/4/2019,Infused (non-edible),Each,459,30095,0,0,459,30095
11/13/2023,574,2/4/2019,Concentrate,Grams,0,0,25,1958,25,1958
11/13/2023,574,2/4/2019,Shake/Trim (by strain),Grams,0,0,320,4801.2,320,4801.2
11/13/2023,574,2/4/2019,Buds,Each,1057,12466.27,0,0,1057,12466.27
11/13/2023,574,2/4/2019,Infused (edible),Each,2157,49908.41,0,0,2157,49908.41
11/13/2023,583,2/5/2019,Buds,Grams,0,0,16667.35,241974.19,16667.35,241974.19
11/13/2023,583,2/5/2019,Concentrate,Grams,0,0,25,1958.4,25,1958.4
11/13/2023,583,2/5/2019,Concentrate,Each,11,1100,0,0,11,1100
11/13/2023,583,2/5/2019,Kief,Grams,0,0,38,950,38,950
11/13/2023,583,2/5/2019,Infused (non-edible),Each,345,26255.01,0,0,345,26255.01
11/13/2023,583,2/5/2019,Shake/Trim (by strain),Grams,0,0,408.5,6522,408.5,6522
11/13/2023,583,2/5/2019,Infused (edible),Each,2048,47016.76,0,0,2048,47016.76
11/13/2023,583,2/5/2019,Buds,Each,929,10953.14,0,0,929,10953.14
11/13/2023,583,2/5/2019,Concentrate (Each),Each,2894,155426.49,0,0,2894,155426.49
11/13/2023,592,2/6/2019,Shake/Trim (by strain),Grams,0,0,378.5,5369.4,378.5,5369.4
11/13/2023,592,2/6/2019,Buds,Each,1068,12735.73,0,0,1068,12735.73
11/13/2023,592,2/6/2019,Infused (non-edible),Each,382,26220.8,0,0,382,26220.8
11/13/2023,592,2/6/2019,Buds,Grams,0,0,16680.6,239460.08,16680.6,239460.08
11/13/2023,592,2/6/2019,Concentrate,Each,3,300,0,0,3,300
11/13/2023,592,2/6/2019,Concentrate (Each),Each,2867,152228.62,0,0,2867,152228.62
11/13/2023,592,2/6/2019,Concentrate,Grams,0,0,24,1992,24,1992
11/13/2023,592,2/6/2019,Infused (edible),Each,2450,55463.21,0,0,2450,55463.21
11/13/2023,592,2/6/2019,Kief,Grams,0,0,41,1025,41,1025
11/13/2023,601,2/7/2019,Infused (non-edible),Each,483,30490.03,0,0,483,30490.03
11/13/2023,601,2/7/2019,Kief,Grams,0,0,2,50,2,50
11/13/2023,601,2/7/2019,Concentrate (Each),Each,3426,183338.58,0,0,3426,183338.58
11/13/2023,601,2/7/2019,Concentrate,Grams,0,0,27,2262,27,2262
11/13/2023,601,2/7/2019,Buds,Grams,0,0,17680.59,256175.2,17680.59,256175.2
11/13/2023,601,2/7/2019,Infused (edible),Each,6882,67773.09,0,0,6882,67773.09
11/13/2023,601,2/7/2019,Shake/Trim (by strain),Grams,0,0,269.25,4169.58,269.25,4169.58
11/13/2023,601,2/7/2019,Buds,Each,1257,14842.92,0,0,1257,14842.92
11/13/2023,609,2/8/2019,Shake/Trim (by strain),Grams,0,0,381,5826,381,5826
11/13/2023,609,2/8/2019,Concentrate,Grams,0,0,28,2406,28,2406
11/13/2023,609,2/8/2019,Buds,Each,1731,20581.11,0,0,1731,20581.11
11/13/2023,609,2/8/2019,Concentrate (Each),Each,5172,271962.13,0,0,5172,271962.13
11/13/2023,609,2/8/2019,Infused (edible),Each,5922,86697.92,0,0,5922,86697.92
